ABT44M;MİLENİUM PLUS TRANSDUCER ORİJİNAL;РЕЛЕ ДАВЛЕНИЯ ВОДЫ ДЛЯ PROTHERM VAILLANT;PROTHERM VAILLANT WATER PRESSURE SENSOR;0020023216 / 0020016532 / S57205 / 0020059717 / 0020036671 / 0020123528 / 7826025 / 30631300500401;MARQUARDT;SAUNIER DUVAL Thermaclassic, Isofast, Isotvin, Thermacodens, Combitek, Isomax/ VIESSMAN Vitodens / TIBERIS Cube / VAILLANT Turbotec, Atmotec, Ecotec, Turbofit / PROTHERM Panther, Leopard, Gepard, Rys, Jaguar, Tiger, Bear, Scat
DM01R;DOLDURMA MUSLUĞU MAİN HARMONY;КРАН ПОДПИТКИ ДЛЯ BAXI MAIN;MAIN HARMONY FILLING VALVE;5667980;0;BAXI Main, Main Digit, Energy Easy , Initia Master/ WESTEN Quasar, Quasar Plus , Tekna Project WTC
DM02W;DOLDURMA MUSLUĞU WESTERN DİGİTAL;КРАН ПОДПИТКИ ДЛЯ BAXI Main Four;BAXI WESTERN FILLING VALVE;710224400;0;BAXI MAIN FOUR 18, MAIN FOUR 24, MAIN FOUR 240 F
DM03L;DOLDURMA MUSLUĞU VAİLLANT İNGİLTERE;КРАН ПОДПИТКИ VAILLANT;VAILLANT UK FILLING VALVE;0;0;VAILLANT
DM05L;DOLDURMA MUSLUĞU NEVA ATRON AİRFEL;КРАН ПОДПИТКИ DEMRAD PROTHERM ;PROTHERM FILLING VALVE;3003202561 / 7020690002 / 0020118758 / 0020133501;0;DEMRAD Neva, Atron, Nitron / PROTHERM Lynx / KENTATSU
DM07K;DOLDURMA MUSLUĞU FERROLİ DOMİCOMPACT (KISA);КРАН ПОДПИТКИ FERROLI (КОРОТКИЙ) ;FERROLI DOMICOMPACT FILLING VALVE (SHORT);36902150 / 39819560 / 36902140;0;FERROLI Domiproject, Domina, Domitech, Domicompact
DM07Y;DOLDURMA MUSLUĞU FERROLİ DOMİCOMPACT (UZUN);КРАН ПОДПИТКИ FERROLI (ДЛИННЫЙ);FERROLI DOMICOMPACT FILLING VALVE (LONG);39818280 / 36902150;0;FERROLI Domicondens, Domina, Domiproject, Domitech, EasyTech, FerEas, FerellaZip, Domicompact
DM08Y;DOLDURMA MUSLUĞU İMMERGAS MAİOR 32 kW;КРАН ПОДПИТКИ IMMERGAS MAIOR 32 kW;IMMERGAS MAIOR 32 kW FILLING VALVE;3.015075 / 3.019630;0;Immergas Maior 32 kW
DM09Y;DOLDURMA MUSLUĞU İMMERGAZ MAİOR 24 kW;КРАН ПОДПИТКИ ДЛЯ IMMERGAS MAIOR 24 kW;IMMERGAS MAIOR 24 kW FILLING VALVE;3.015075 / 3.019630;0;Immergas Maior 24 kW
DM10L;DOLDURMA MUSLUĞU ADEN KALISTO BAYKAN;КРАН ПОДПИТКИ DEMRAD ;DEMRAD FILLING VALVE;3003200605;0;DEMRAD Kalisto Bitermic, Nitron, Kalisto Monotermic
DM10YP;DOLDURMA MUSLUĞU PLASTİK BAŞLIK ADEN;РУЧКА КРАНА ПОДПИТКИ HERMANN FODNITAL IMMERGAS DEMRAD TERMET;UNIVERSAL FILLING VALVE HANDLE;0189202;0;HERMANN / FONDITAL / IMMERGAS / DEMRAD / TERMET
DM11L;DOLDURMA MUSLUĞU VİESMANN VİTOPEND 100;КРАН ПОДПИТКИ VIESMANN VITOPEND 100;VIESMANN VITOPEND 100 FILLING VALVE;0189134;0;VIESMANN VITOPEND 100
DM12L;DOLDURMA MUSLUĞU VİESMANN VİTODENS;КРАН ПОДПИТКИ VIESMANN VITOPEND VITODENS;VITOPEND VITODENS FILLING VALVE;0189123 / 7825984;0;VIESMANN Vitopend, Vitodens
DM13L;DOLDURMA MUSLUĞU BUDERUS DELTA 3 ORİNG;КРАН ПОДПИТКИ BOSCH JUNKERS Euroline;BOSCH JUNKERS FILLING VALVE;8707405194;0;JUNKERS / BOSCH Euroline 
DM14L;DOLDURMA MUSLUĞU BOSCH SMİLE 2 ORİNG;КРАН ПОДПИТКИ BOSCH JUNKERS Euroline ;BOSCH JUNKERS FILLING VALVE;8707405230;0;JUNKERS Appliance, Euroline, Ceraclass / BOSCH GAZ 3000 W
DM15L;DOLDURMA MUSLUĞU ARİSTON TX MİCROTECH;КРАН ПОДПИТКИ ДЛЯ ARISTON UNO;ARISTON FILLING VALVE;996071 / 0189097;0;ARISTON UNO, T2, TX, Microtec
DM16L;DOLDURMA MUSLUĞ İMMERGASS GEÇME YENİ TİP;КРАН ПОДПИТКИ IMMERGAS ПОД СКОБУ;IMMERGAS FILLING VALVE;3.022615 / 3.018806;0;IMMERGAS Eolo, Nike, Mini, Victrix, Maior
DM17L;DOLDU MUS MICRA İMMERGAS BAYMAK MAVİ ORG;КРАН ПОДПИТКИ HERMANN;HERMANN FILLING VALVE;13002578;0;HERMANN Habitat, Habitat 2, Micra 2, SuperMaster, SuperMicra 
DM18K;DOLDUR MUSLUĞU BAXİ LUNA KIRMIZI (UZUN);КРАН ПОДПИТКИ BAXI WESTEN (ДЛИННЫЙ) ;BAXI WESTEN FILLING VALVE;611930 / 0020119802;0;BAXI Eco 3 / WESTEN Pulsar
DM18L;DOLDURMA MUSLUĞU LUNA CALORA KALIN DİŞ;КРАН ПОДПИТКИ BAXI ARISTON FONDITAL;UNIVERSAL FILLING VALVE;5630180 / 65100542 / R6861;0;BAXI/ PROTHERM / ARISTON / BERETTA / FONDITAL / NOVA FLORIDA /
DM19L;DOLDURMA MUSLUĞU ALARKO SÜSLER İNCE DİŞ;КРАН ПОДПИТКИ ДЛЯ ALARKO SUSLER РЕЗЬБА;UNIVERSAL FILLING VALVE;5630180 / 6RUBICAR06 / 6RUBICAR07;0;NOVA FLORIDA / BAXI/ PROTHERM 
DM20L;DOLDURMA MUSLUĞU İMMERGAS MİNİ;КРАН ПОДПИТКИ IMMERGAS SIME NOBEL;IMMERGAS FILLING VALVE;1.015093 / 6218610 / 0189023;0;IMMERGAS Mini / NOBEL NB / SIME 
DM21L;DOLDURMA MUSLUĞU VİESSMANN VİTOPEND YENİ;КРАН ПОДПИТКИ VIESSMANN VITOPEND;VIESSMANN VITOPEND FILLING VALVE;7839749;0;VIESSMAN Vitopend 100
DM21YP;VİESSMAN VİTOPEND DOLDURMA MUSLUĞUN PLASTİK ÇUBUĞU;ПЛАСТИКОВЫЙ КЛЮЧ КРАНА ПОДПИТКИ  VIESSMAN VITOPEND;VIESSMAN VITOPEND FILLING VALVE HANDLE;7839749;0;VIESSMAN Vitopend 100
DM22L;FERROLİ DOLDURMA MUSLUĞU;КРАН ПОДПИТКИ FERROLI;FERROLI FILLING VALVE;189124 / 39808630;0;FERROLI Domicompact, Domina, Domitop
DM23D;DOLDURMA MUSLUĞU EGIS BAYMAK AIRFEL;КРАН ПОДПИТКИ ARISTON BAXI;UNIVERSAL FILLING VALVE;65114261 / 65104324 / 766947000 / 710046600 / 768777500;0;ARISTON Egis, Clas, Genus / CHAFFOTEAUX Alixia, Talia, Pigma /  BAXI Duo-Tec, Eco, Fourtech, Luna, MS, Nuvola / WESTEN Pulsar, Star
DM23I;DOLDURMA MUSLUĞU BERETTA ARÇELİK RİELLO;КРАН ПОДПИТКИ ДЛЯ BERETTA CIAO;BERETTA RIELLO FILLING VALVE;R10025060 / 20035649;0;BERETTA Ciao, City, Ciao J-D, City J-D, Exclusive
DM23L;DOLDURMA MUSLUĞU BAYMAK ARİSTON;КРАН ПОДПИТКИ ARISTON BAXI;UNIVERSAL FILLING VALVE;65104324 / 65114261 / 766947000 / 710046600 / 768777500 / 65104324;0;ARISTON Egis, Clas, As, BS, Matis / BAXI Duo-Tec, Eco, Fourtech, Luna, MS, Nuvola / CHAFFOTEAUX Talia, Pigma, Alixia / WESTEN Pulsar, Star
DM25L;DOLDURMA MUSLUĞU MİLLENİUM;КРАН ПОДПИТКИ PROTHERM SAUNIER DUVAL;PROTHERM SAUNIER DUVAL FILLING VALVE;0020034962 / S1007000;0;PROTHERM Rys, Panther, Leon, Gepard / SAUNIER DUVAL
DM27B;DOLDURMA MUSLUĞU BAŞLIK ANAHTAR VUW (ZAMAK);РУЧКА КРАНА ПОДПИТКИ VAILLANT (ЛАТУНЬ);VAILLANT FILLING VALVE HANDLE (BRASS);125151;0;VAILLANT AtmoMAX, TurboMAX,TuroMAX Pro/ Plus 
DM27L;DOLDURMA MUSLUĞU VAİLLANT VUW TURBOTEC;КРАН ПОДПИТКИ VAILLANT;VAILLANT PROTHERM FILLING VALVE;0020265137 / 0020018065 / 0020038130 / 0189198;0;VAILLANT Atmotec, Turbotec, Turbomax, Atmomax, Mini/ PROTHERM Leon, Panther
DM27LP;VAILLANT DOLDURMA MUSLUK BAŞLIĞI;РУЧКА КРАНА ПОДПИТКИ VAILLANT;VAILLANT FILLING VALVE HANDLE ;0020265137 / 0020018065 / 0020038130 / 0189198 / 014674 ;0;VAILLANT Atmotec, Turbotec, Turbomax, Atmomax, Mini/ PROTHERM Leon, Panther
DM27LPL;DOLDURMA MUSLUĞU VAİLLANT VUW TURBOTEC PLASTİK;КРАН ПОДПИТКИ VAILLANT ПЛАСТИКОВЫЙ;VAILLANT PLASTIC FILLING VALVE;0020265137 / 0020018065 / 0020038130 / 0189198;0;VAILLANT Atmotec, Turbotec, Turbomax, Atmomax, Mini/ PROTHERM Leon, Panther
DM28L;DOLDURMA MUSLUĞU VAİLANT VCK;КРАН ПОДПИТКИ VAILANT VCK;VAILANT VCK FILLING VALVE;0020265137 / 0020018065 / 0020038130 / 0189198;0;VAILLANT Atmotec, Turbotec, Turbomax, Atmomax, Mini/ PROTHERM Leon, Panther
DM29L;DOLDURMA MUSLUĞU BOSCH SMART BUDERUS GEÇME;КРАН ПОДПИТКИ BOSCH BUDERUS LOGAMAX;BOSCH BUDERUS LOGAMAX FILLING VALVE;19928637;0;BOSCH GAZ 7000W, 4000W / BUDERUS Logamax
DM29LP;DOLDURMA MUSLUĞU BOSCH GEÇME PLASTİK;КРАН ПОДПИТКИ BOSCH JUNKERS BUDERUS (ПЛАСТИКОВЫЙ);BOSCH JUNKERS PLASTIC FILLING VALVE;8716012720;0;BOSCH GAZ 4000W, GAZ 7000W, Condens 7000I W / BUDERUS Logamax, Logamax PLUS 
DM30D;DOLDURMA MUSLUĞU PLASTİK KISA BOSCH MAVİ;КРАН ПОДПИТКИ BOSCH GAZ 6000 BUDERUS LOGAMAX (ПЛАСТИКОВЫЙ С РУЧКОЙ);BOSCH LOGAMAX PLASTIC FILLING VALVE;87186445920;0;BOSCH GAZ 6000W, GAZ 2000W, GAZ CONDENS 2500W / BUDERUS LOGAMAX U072, LOGAMAX PLUS GB062
DM30L;DOLDURMA MUSLUĞU BOSCH PİRİNÇ DİŞLİ;КРАН ПОДПИТКИ JUNKERS EUROSMART;JUNKERS EUROSMART FILLING VALVE;87161480720;0;BOSCH / JUNKERS EUROSMART ZWA 24-1 A/K 23 
DM31L;DOLDURMA MUSLUĞU UNİKAL;КРАН ПОДПИТКИ IMMERGAS ;IMMERGAS FILLING VALVE;3.018806 / 3.016700 / 3.017171;0;IMMERGAS Star, Mini, Eolo, Nike
DM36L;DOLDURMA MUSLUĞU MAKTEK;КРАН ПОДПИТКИ ДЛЯ MAKTEK;MAKTEK FILLING VALVE;0;0;MAKTEK
DM37L;DOLDURMA MUSLUĞU ARİSTON ARTEAS CERAS;КРАН ПОДПИТКИ ARISTON CHAFFOTEAUX ;ARISTON CHAFFOTEAUX FILLING VALVE;65114925;0;ARISTON Cares, Alteas, Alixia Ultra, Clas X, Clas ONE, Genus X, Genus ONE, HS-X / CHAFFOTEAUX Pigma, Ultra
DM50C;DOLDURMA MUSLUĞU FERROLİ OTOMATİK;КРАН ПОДПИТКИ АВТОМАТИЧЕСКИЙ С СЕРВОПРИВОДОМ FERROLI ;FERROLI AUTOMATIC FILLING VALVE;39809780 / 36900420;BITRON;FERROLI New Elite, Divatop, Econcept
DM51C;DOLDURMA MUSLUĞU OTOMATİK ARİSTON;КРАН ПОДПИТКИ АВТОМАТИЧЕСКИЙ ЭЛЕКТРОМАГНИТНЫЙ ARISTON GENUS;ARISTON GENUS AUTOMATIC FILLING VALVE;65104669;0;ARISTON Genus, Genus Premium
DM52B;DOLDURMA MUSLUĞU OTOMATİK BERETTA;УЗЕЛ КРАНА ПОДПИТКИ BITRON ДЛЯ BERETTA CIAO;BERETTA CIAO AUTOMATIC FILLING VALVE;20000532;BITRON;BERETTA
DM60L;DOLDURMA MUSLUĞU BİASSİ 13.30 MM İNCE;КРАН ПОДПИТКИ BIASSI DELTA ДИАМЕТР 13.30 MM;BIASSI DELTA FILLING VALVE 13.30 MM;BI1181503;0;BIASI Delta
DM61L;DOLDURMA MUSLUĞU BİASSİ 14.50 MM KALIN;КРАН ПОДПИТКИ BIASSI INOVIA RINNOVA ДИАМЕТР 14.50 MM;BIASSI INNOVA RINNOVA FILLING VALVE 14.50 MM;BI1441108 ;0;BIASI Inovia, Rinnova
DM62L;DOLDURMA MUSLUĞU AZ ROCK 11.90 MM İNCE DİŞ;КРАН ПОДПИТКИ HERMANN  ;HERMANN FILLING VALVE;13002578 / 803000002;0;HERMANN Micra, Habitat, Habitat 2, Micra 2, Master, SuperMaster, SuperMicra / TIBERIS Atlas, Oberon, Triton / ITALTHERM City Class
DM65L;DOLDURMA MUSLUĞU TERMET KISA;КРАН ПОДПИТКИ TERMET КОРОТКИЙ;TERMET FILLING VALVE (SHORT);Z1490.01.02.40;0;TERMET Ecocondens, Windsor, MiniMax
DM66L;DOLDURMA MUSLUĞU TERMET UZUN;КРАН ПОДПИТКИ TERMET ДЛИННЫЙ;TERMET FILLIG VALVE (LONG);Z1490.01.02.41;0;TERMET Ecocondens, Windsor, MiniMax 
DM67L;DOLDURMA MUSLUĞU AİRFEL;КРАН ПОДПИТКИ AIRFELL ;AIRFELL FILLING VALVE;7020680011;0;AIRFELL Integrity, Digifell, Premix, DAIKIN
DM70L;DOLDURMA MUSLUĞU FONDİTAL 30 MM KANALLI;КРАН ПОДПИТКИ FONDITAL NOVA FLORIDA;FONDITAL NOVA FLORIDA FILLING VALVE;6RUBICAR08;0;FONDITAL Minorca, Antea, Maiorca / NOVA FLORIDA Nibir
DM99C;BAXİ BOŞALTMA MUSLUĞU;КРАН СЛИВА BAXI WESTEN;BAXI WESTEN DRAIN VALVE;5652030;0;BAXI Eco, Eco 3, Eco Four, Luna, Main Four, Main Digit, Main, Nuvola / WESTEN Pulsar, Quasar, Star Condens
